queue_rank,old_rank,eligible,processed,fund,usable,missing,missing_fields,official_routes,canonical_web_status,expected_recoverable_fields,score_values_per_minute,age_class,established_year,age_evidence_kind,age_evidence,age_blocked_fields,age_penalty,expected_recoverable_fields_old,reason,fund_index,ico,web,high,medium,low,expected_raw_slots,route_quality,penalty_factor,bonus_factor,expected_minutes,proven_hosts,cached_documents,cached_unexploited,slug
1,2,no,yes,"wincome capital SICAV, a.s.",4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,TILLER/Winstor > canonical web,usable,7.975,2.2786,MATURE,,no_age_evidence,,,1.0,7.975,proven official route (TILLER/Winstor); one annual report can answer 4 missing fields; 16 sound cached documents never read,174,,https://www.tillerfunds.cz,4,3,0,5.8,1.0,1.0,1.375,3.5,tillerfunds.cz,47,16,wincome-capital-sicav-a-s
2,3,no,yes,"SCF Investment Partners SICAV, a.s.",2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,7.6875,2.1964,MATURE,,no_age_evidence,,,1.0,7.6875,proven official route (AVANT); one annual report can answer 4 missing fields,163,,https://www.scfinance.cz,3,5,1,6.15,1.0,1.0,1.25,3.5,avantfunds.cz,22,3,scf-investment-partners-sicav-a-s
3,4,no,yes,EDUCA FUND SICAV a.s.,2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,7.625,2.1786,MATURE,,no_age_evidence,,,1.0,7.625,proven official route (AVANT); one annual report can answer 4 missing fields,138,,https://educa.fund,4,3,2,6.1,1.0,1.0,1.25,3.5,avantfunds.cz,6,5,educa-fund-sicav-a-s
4,5,no,yes,TomHol SICAV a.s.,4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AMISTA > canonical web,usable,7.425,2.1214,MATURE,,no_age_evidence,,,1.0,7.425,proven official route (AMISTA); one annual report can answer 4 missing fields; 16 sound cached documents never read,220,,https://tomhol.cz,3,4,0,5.4,1.0,1.0,1.375,3.5,amista.cz,23,16,tomhol-sicav-a-s
5,7,no,yes,"4 Gimel Investments SICAV, a.s.",3,8,minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,6.9375,1.9821,MATURE,2018,recorded_establishment_date,2018-03-22,,1.0,6.9375,proven official route (AVANT); one annual report can answer 4 missing fields,50,,https://www.4gimel.cz/en/,3,4,1,5.550000000000001,1.0,1.0,1.25,3.5,avantfunds.cz,15,5,4-gimel-investments-sicav-a-s
6,9,no,yes,"DIBITI INVESTMENT FUND SICAV, a.s.",2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,6.875,1.9643,MATURE,,no_age_evidence,,,1.0,6.875,proven official route (AVANT); one annual report can answer 4 missing fields,16,,https://www.dibiti.com,4,2,2,5.5,1.0,1.0,1.25,3.5,avantfunds.cz,15,7,dibiti-investment-fund-sicav-a-s
7,11,no,yes,"ENPO Group SICAV, a.s.",4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,6.6875,1.9107,MATURE,,no_age_evidence,,,1.0,6.6875,proven official route (AVANT); one annual report can answer 4 missing fields,247,17784352,https://enpogroup.cz/investice/,4,2,1,5.3500000000000005,1.0,1.0,1.25,3.5,avantfunds.cz,27,4,enpo-group-sicav-a-s
8,12,no,yes,SBS FUNDS SICAV a.s.,4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,canonical web,usable,4.6813,1.8725,MATURE,,no_age_evidence,,,1.0,4.6813,canonical website only; one annual report can answer 4 missing fields,215,,https://www.sbss.cz,4,2,1,5.3500000000000005,0.7,1.0,1.25,2.5,sbss.cz,18,8,sbs-funds-sicav-a-s
9,13,no,yes,"CREDITAS fond SICAV, a.s.",3,8,minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web,usable,6.3938,1.8268,MATURE,,no_age_evidence,,,1.0,6.3938,proven official route (other official hub); one annual report can answer 4 missing fields; 28 sound cached documents never read,15,,https://creditasfondy.cz,3,2,3,4.65,1.0,1.0,1.375,3.5,creditas.cz,31,28,creditas-fond-sicav-a-s
10,15,no,yes,"FLETCHER SICAV, a.s.",4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,6.1875,1.7679,MATURE,,no_age_evidence,,,1.0,6.1875,proven official route (AVANT); one annual report can answer 4 missing fields,250,,https://www.avantfunds.cz/informace-o-fondech/,3,3,1,4.95,1.0,1.0,1.25,3.5,avantfunds.cz,35,2,fletcher-sicav-a-s
11,16,no,yes,"NB Investment SICAV, a.s.",2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,6.1875,1.7679,MATURE,,no_age_evidence,,,1.0,6.1875,proven official route (AVANT); one annual report can answer 4 missing fields,277,,https://www.nbinvestment.cz/,0,8,1,4.95,1.0,1.0,1.25,3.5,avantfunds.cz;nbinvestment.cz,9,2,nb-investment-sicav-a-s
12,17,no,yes,VENDEAVOUR Private Equity Fund SICAV a.s.,4,7,minimum_investment;target_return;fees;aum_history;annual_returns;historical_values;news,DELTA IS > canonical web > Sbírka listin / ORSL,usable,5.9677,1.7051,MATURE,,no_age_evidence,,,1.0,5.9677,proven official route (DELTA IS); one annual report can answer 3 missing fields; exact IČO makes the register usable,224,08613893,https://vendeavour.cz,1,5,1,4.15,1.0,1.0,1.438,3.5,vendeavour.cz;deltais.cz,21,2,vendeavour-private-equity-fund-sicav-a-s
13,18,no,yes,"OPC Real Estate Fund SICAV, a.s.",5,6,target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,5.9375,1.6964,MATURE,,no_age_evidence,,,1.0,5.9375,proven official route (AVANT); one annual report can answer 4 missing fields,81,,https://opcre.cz/,4,1,1,4.75,1.0,1.0,1.25,3.5,avantfunds.cz,13,3,opc-real-estate-fund-sicav-a-s
14,20,no,yes,"E-Group Investments SICAV, a.s.",3,8,minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,5.875,1.6786,MATURE,,no_age_evidence,,,1.0,5.875,proven official route (AVANT); one annual report can answer 4 missing fields,192,,https://www.e-group.sk/en/,2,4,2,4.7,1.0,1.0,1.25,3.5,avantfunds.cz,16,3,e-group-investments-sicav-a-s
15,21,no,yes,"Czech Capital Fund SICAV, a.s.",3,8,minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,5.775,1.65,MATURE,,no_age_evidence,,,1.0,5.775,proven official route (AVANT); one annual report can answer 4 missing fields; 27 sound cached documents never read,97,,https://ccfs.cz/,3,1,4,4.2,1.0,1.0,1.375,3.5,ccfs.cz;avantfunds.cz,33,27,czech-capital-fund-sicav-a-s
16,22,no,yes,CREDITAS FUTURE SICAV a.s.,4,7,minimum_investment;fees;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web,usable,5.75,1.6429,MATURE,,no_age_evidence,,,1.0,5.75,proven official route (other official hub); one annual report can answer 4 missing fields,189,,https://www.creditasis.cz,1,6,0,4.6,1.0,1.0,1.25,3.5,creditasis.cz,32,1,creditas-future-sicav-a-s
17,23,no,yes,"Mint Fund Commercial SICAV, a.s.",6,5,minimum_investment;assets_under_management;aum_history;annual_returns;historical_values,AVANT > canonical web,usable,5.75,1.6429,MATURE,,no_age_evidence,,,1.0,5.75,proven official route (AVANT); one annual report can answer 4 missing fields,206,,https://www.mintinvestments.cz/en,4,1,0,4.6,1.0,1.0,1.25,3.5,avantfunds.cz;mintinvestments.cz,43,7,mint-fund-commercial-sicav-a-s
18,24,no,yes,"ENERN Investments, investiční fond s proměnným základním kapitálem, a.s.",2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,5.625,1.6071,MATURE,2016,recorded_establishment_date,2016-06-22,,1.0,5.625,proven official route (AVANT); one annual report can answer 4 missing fields,101,,https://www.kaya.vc/,0,7,2,4.5,1.0,1.0,1.25,3.5,avantfunds.cz,4,0,enern-investments-investicni-fond-s-promennym-zaklad
19,26,no,yes,COLBER INVEST FOND SICAV a.s.,4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AMISTA > canonical web,usable,5.625,1.6071,MATURE,,no_age_evidence,,,1.0,5.625,proven official route (AMISTA); one annual report can answer 4 missing fields,303,,https://www.amista.cz/povinne-informace.html,3,2,2,4.5,1.0,1.0,1.25,3.5,amista.cz,20,1,colber-invest-fond-sicav-a-s
20,29,no,yes,ViDa Capital SICAV a.s.,2,9,investment_horizon;minimum_investment;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AMISTA > canonical web,usable,5.5,1.5714,MATURE,,no_age_evidence,,,1.0,5.5,proven official route (AMISTA); one annual report can answer 4 missing fields,293,,https://www.amista.cz/povinne-informace.html,2,3,4,4.4,1.0,1.0,1.25,3.5,amista.cz,20,2,vida-capital-sicav-a-s
21,30,no,yes,"VALOUR investiční fond s proměnným základním kapitálem, a.s.",5,6,minimum_investment;target_return;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,5.4375,1.5536,MATURE,,no_age_evidence,,,1.0,5.4375,proven official route (AVANT); one annual report can answer 3 missing fields,171,05574005,https://www.avantfunds.cz,3,2,1,4.3500000000000005,1.0,1.0,1.25,3.5,avantfunds.cz,54,5,valour-investicni-fond-s-promennym-zakladnim-kapital
22,32,no,yes,Threee Fund SICAV a.s.,3,8,investment_horizon;minimum_investment;target_return;fees;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,5.4375,1.5536,MATURE,,no_age_evidence,,,1.0,5.4375,proven official route (AVANT); one annual report can answer 3 missing fields,288,,https://www.threee.cz/,0,7,1,4.3500000000000005,1.0,1.0,1.25,3.5,avantfunds.cz,9,3,threee-fund-sicav-a-s
23,33,no,yes,"INFOND investiční fond s proměnným základním kapitálem, a.s.",5,6,minimum_investment;target_return;aum_history;annual_returns;historical_values;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,5.4313,1.5518,MATURE,,no_age_evidence,,,1.0,5.4313,proven official route (AMISTA); one annual report can answer 3 missing fields; 11 sound cached documents never read,312,24207543,https://www.infond.cz/pro-investory/,2,3,1,3.95,1.0,1.0,1.375,3.5,amista.cz;infond.cz,21,11,infond-investicni-fond-s-promennym-zakladnim-kapital
24,35,no,yes,"NOVA Money Market, investiční fond s proměnným základním kapitálem, a.s.",4,7,investment_horizon;fees;assets_under_management;aum_history;annual_returns;historical_values;news,other official hub > canonical web,usable,5.1875,1.4821,MATURE,,no_age_evidence,,,1.0,5.1875,proven official route (other official hub); one annual report can answer 4 missing fields,207,,https://www.redsidefunds.com/cs/fondy/nova-money-market,1,5,1,4.15,1.0,1.0,1.25,3.5,redsidefunds.com;redside.s3.amazonaws.com,47,6,nova-money-market-investicni-fond-s-promennym-zaklad
25,36,no,yes,"Budějovická investiční fond s proměnným základním kapitálem, a.s.",6,5,target_return;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,5.1562,1.4732,MATURE,,no_age_evidence,,,1.0,5.1562,proven official route (AVANT); one annual report can answer 3 missing fields; 17 sound cached documents never read,239,24261386,https://www.budejovicka.cz/kontakty,3,1,1,3.75,1.0,1.0,1.375,3.5,avantfunds.cz;budejovicka.cz,48,17,budejovicka-investicni-fond-s-promennym-zakladnim-ka
26,1,no,yes,KK investiční fond SICAV a.s.,2,9,minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,other official hub > canonical web > Sbírka listin / ORSL,usable,4.9362,1.4104,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-06-06,annual_returns;assets_under_management;aum_history;historical_values,0.5523,8.9375,proven official route (other official hub); one annual report can answer 5 missing fields; 48 sound cached documents never read,203,,https://kkip.cz,5,2,2,6.5,1.0,1.0,1.375,3.5,nwd.cz,57,48,kk-investicni-fond-sicav-a-s
27,28,no,yes,"Direct PRO SICAV investiční fond, a.s.",3,8,investment_horizon;target_return;fees;assets_under_management;aum_history;annual_returns;historical_values;news,CODYA > canonical web > Sbírka listin / ORSL,usable,4.9225,1.4064,TWO_PERIODS,2024,recorded_first_accounting_period,2024-09-17/2024-12-31,annual_returns;aum_history;historical_values,0.895,5.5,proven official route (CODYA); one annual report can answer 4 missing fields; 26 sound cached documents never read,17,,https://www.direct.cz/,1,5,0,4.0,1.0,1.0,1.375,3.5,codyainvest.cz,34,26,direct-pro-sicav-investicni-fond-a-s
28,38,no,yes,"Českomoravský fond SICAV, a.s.",5,6,investment_horizon;target_return;assets_under_management;aum_history;annual_returns;news,AVANT > canonical web,usable,4.875,1.3929,MATURE,,no_age_evidence,,,1.0,4.875,proven official route (AVANT); one annual report can answer 3 missing fields,48,,https://aguila.cz,3,1,2,3.9,1.0,1.0,1.25,3.5,avantfunds.cz,48,7,ceskomoravsky-fond-sicav-a-s
29,10,no,yes,Cleverin SICAV a.s.,4,7,minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,4.875,1.3929,TWO_PERIODS,2024,recorded_establishment_date,2024-08-26,annual_returns;aum_history;historical_values,0.729,6.6875,proven official route (AVANT); one annual report can answer 4 missing fields,131,,https://cleverin.cz,4,2,1,5.3500000000000005,1.0,1.0,1.25,3.5,avantfunds.cz;cleverin.cz,8,3,cleverin-sicav-a-s
30,27,no,yes,"JTFG FUND II SICAV, a.s.",3,8,investment_horizon;minimum_investment;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AMISTA > canonical web > Sbírka listin / ORSL,usable,4.8425,1.3836,TWO_PERIODS,2024,recorded_first_accounting_period,2024-02-26/2024-12-31,annual_returns;aum_history;historical_values,0.8635,5.6082,proven official route (AMISTA); one annual report can answer 4 missing fields; exact IČO makes the register usable,148,21290334,https://jtfg.com,0,6,2,3.9,1.0,1.0,1.438,3.5,amista.cz,7,2,jtfg-fund-ii-sicav-a-s
31,42,no,yes,"Convenio, investiční fond s proměnným základním kapitálem, a.s.",6,5,assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,4.6875,1.3393,MATURE,,no_age_evidence,,,1.0,4.6875,proven official route (AVANT); one annual report can answer 4 missing fields,306,24751448,https://www.avantfunds.cz/informace-o-fondech/,3,1,1,3.75,1.0,1.0,1.25,3.5,avantfunds.cz,32,2,convenio-investicni-fond-s-promennym-zakladnim-kapit
32,43,no,yes,"Good Value Investments SICAV, a.s.",4,7,investment_horizon;target_return;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web,usable,4.6875,1.3393,MATURE,,no_age_evidence,,,1.0,4.6875,proven official route (AVANT); one annual report can answer 4 missing fields,310,,https://www.goodvalue.cz/,0,6,1,3.75,1.0,1.0,1.25,3.5,avantfunds.cz;goodvalue.cz,30,5,good-value-investments-sicav-a-s
